cliente_id,edad,ingreso,prestamo,cuota,sector,antiguedad_laboral,mora
75,54,12827.00,118484.00,2194.15,Industria,6,No
76,59,16576.00,110460.00,3945.00,Gobierno,21,No
77,21,20942.00,52343.00,769.75,Servicios,18,No
78,49,19357.00,60824.00,1126.37,Industria,29,No
79,59,23903.00,144649.00,2296.02,Gobierno,29,No
80,23,21550.00,195477.00,3759.17,Servicios,11,No
81,29,18154.00,43730.00,1619.63,Industria,27,No
82,24,17266.00,112547.00,3517.09,Servicios,27,No
83,38,16514.00,74975.00,1171.48,Servicios,8,No
84,35,22701.00,66900.00,1808.11,Comercio,4,No
85,39,9288.00,12262.00,454.15,Gobierno,15,No
86,61,21344.00,119329.00,3059.72,Comercio,6,No
87,37,8221.00,76489.00,3824.45,Servicios,20,Sí
88,23,4383.00,194392.00,4520.74,Comercio,10,No
89,24,22713.00,83113.00,1240.49,Gobierno,28,No
90,25,14909.00,181074.00,3353.22,Gobierno,30,No
91,52,7605.00,66876.00,3519.79,Comercio,16,No
92,53,24765.00,157153.00,2182.68,Industria,15,No
93,27,5957.00,67410.00,1348.20,Industria,10,No
94,35,22147.00,198262.00,5507.28,Gobierno,6,No
95,33,7727.00,33000.00,1434.78,Industria,14,No
96,57,16381.00,71664.00,1069.61,Comercio,15,No
97,27,20480.00,103226.00,1843.32,Industria,17,No
98,35,16886.00,129480.00,2354.18,Industria,28,No
99,65,7748.00,100157.00,2384.69,Industria,26,No
100,58,13098.00,10524.00,198.57,Comercio,26,No
101,62,24699.00,19332.00,345.21,Servicios,8,No
102,60,21111.00,105844.00,3414.32,Industria,28,No
103,35,6999.00,145223.00,2167.51,Gobierno,12,No
104,36,3257.00,108016.00,1521.35,Industria,2,No
105,30,10715.00,82967.00,3318.68,Gobierno,20,No
106,22,13393.00,173933.00,4577.18,Industria,27,No
107,41,5624.00,133894.00,3187.95,Gobierno,28,No
108,36,6289.00,47033.00,839.88,Comercio,11,No
109,55,16791.00,162841.00,2807.60,Industria,14,No
110,61,3896.00,18657.00,352.02,Servicios,20,No
111,32,17529.00,173060.00,8653.00,Industria,10,Sí
112,30,21868.00,26556.00,1397.68,Servicios,16,No
113,58,24272.00,39103.00,592.47,Gobierno,25,No
114,28,13466.00,123355.00,2937.02,Industria,5,No
115,38,22432.00,90873.00,1442.43,Servicios,2,No
116,45,16582.00,101364.00,4407.13,Gobierno,30,No
117,21,21690.00,63847.00,4911.31,Servicios,29,No
118,30,5915.00,126221.00,5259.21,Comercio,12,Sí
119,36,23250.00,117434.00,2348.68,Servicios,2,No
120,56,15056.00,49596.00,688.83,Comercio,0,No
121,49,20230.00,119074.00,1952.03,Gobierno,3,No
122,37,10355.00,192056.00,7682.24,Industria,23,Sí
123,47,19192.00,105158.00,5257.90,Servicios,19,No
124,63,10063.00,79178.00,1365.14,Servicios,13,No
125,29,8910.00,112092.00,1807.94,Comercio,9,No
126,48,11578.00,66731.00,1308.45,Servicios,11,No
127,49,22100.00,184376.00,3478.79,Comercio,0,No
128,40,18364.00,39918.00,595.79,Gobierno,21,No
129,58,9953.00,191996.00,5333.22,Industria,2,No
130,35,6122.00,151014.00,10067.60,Gobierno,29,Sí
131,62,14609.00,163957.00,2277.18,Comercio,0,No
132,44,11311.00,137262.00,2691.41,Industria,12,No
133,55,24995.00,102229.00,5111.45,Comercio,18,No
134,41,8877.00,73233.00,3328.77,Gobierno,4,No
135,53,5937.00,88182.00,1547.05,Gobierno,4,No
136,22,11532.00,35629.00,1113.41,Servicios,15,No
137,47,12207.00,99527.00,1401.79,Industria,28,No
138,36,11625.00,165676.00,2548.86,Industria,13,No
139,51,8406.00,87717.00,1486.73,Servicios,17,No
140,48,24542.00,171894.00,2728.48,Comercio,6,No
141,31,7870.00,19304.00,742.46,Comercio,15,No
142,49,11527.00,47874.00,839.89,Gobierno,3,No
143,42,19217.00,15693.00,392.32,Gobierno,14,No
144,29,19154.00,34488.00,522.55,Comercio,11,No
145,38,6066.00,58407.00,871.75,Servicios,26,No
146,37,8514.00,138362.00,2161.91,Servicios,18,No
147,46,3135.00,142891.00,2342.48,Comercio,7,No
148,21,19322.00,182447.00,10135.94,Industria,21,No
149,26,6997.00,108329.00,3095.11,Industria,4,No
150,65,3946.00,26250.00,640.24,Gobierno,14,No
151,62,23589.00,75600.00,1512.00,Comercio,10,No
152,40,4436.00,177011.00,3470.80,Servicios,6,No
153,23,4595.00,173727.00,5790.90,Comercio,17,Sí
154,45,22735.00,104979.00,6175.24,Industria,5,No
155,33,10866.00,109573.00,6445.47,Servicios,12,Sí
156,61,16185.00,79694.00,1503.66,Servicios,3,No
157,47,12782.00,133672.00,2121.78,Industria,28,No
158,62,22775.00,39416.00,1159.29,Comercio,26,No
159,44,15040.00,139388.00,5807.83,Gobierno,8,Sí
160,25,21450.00,162375.00,4163.46,Gobierno,25,No
161,47,15066.00,165921.00,7213.96,Comercio,1,Sí
162,63,19821.00,94586.00,2306.98,Servicios,20,No
163,53,8081.00,134845.00,2996.56,Comercio,9,No
164,50,18342.00,119650.00,7038.24,Industria,4,No
165,35,7187.00,184388.00,2672.29,Gobierno,9,Sí
166,24,21629.00,17511.00,372.57,Comercio,16,No
167,49,6526.00,138864.00,3560.62,Industria,11,Sí
168,21,11351.00,158503.00,9323.71,Comercio,23,No
169,31,24678.00,126340.00,5493.04,Gobierno,1,No
170,65,5729.00,114117.00,1678.19,Industria,10,No
171,62,22241.00,194817.00,4751.63,Gobierno,19,No
172,31,11685.00,94478.00,1349.69,Servicios,5,No
173,26,5563.00,163348.00,5833.86,Gobierno,17,No
174,27,3587.00,6532.00,176.54,Comercio,5,No
175,64,24489.00,130074.00,3172.54,Gobierno,27,No
176,51,24552.00,162781.00,2806.57,Industria,19,No
177,63,23209.00,99562.00,1777.89,Gobierno,25,No
178,28,12917.00,27973.00,1398.65,Comercio,6,No
179,32,6667.00,9164.00,163.64,Comercio,6,No
180,47,18765.00,175032.00,8334.86,Servicios,2,No
181,21,12860.00,126484.00,6023.05,Comercio,5,Sí
182,51,7994.00,198667.00,3547.62,Gobierno,0,Sí
183,32,17729.00,158413.00,5867.15,Industria,18,No
184,20,15836.00,18348.00,556.00,Comercio,20,No
185,51,17148.00,113969.00,1726.80,Industria,1,No
186,52,18974.00,109773.00,2552.86,Gobierno,7,No
187,40,4989.00,143492.00,11037.85,Comercio,8,Sí
188,50,24243.00,114350.00,1681.62,Comercio,15,No
189,48,23404.00,174392.00,5129.18,Gobierno,0,No
190,32,8286.00,80500.00,1387.93,Gobierno,11,No
191,34,17356.00,65844.00,1496.45,Industria,29,No
192,49,22729.00,192485.00,3564.54,Servicios,28,No
193,44,12613.00,194528.00,3412.77,Gobierno,26,No
194,50,24381.00,197566.00,5644.74,Servicios,19,No
195,25,9789.00,79044.00,1411.50,Gobierno,4,No
196,58,8678.00,57293.00,2604.23,Gobierno,3,No
197,35,16630.00,134427.00,4336.35,Servicios,17,No
198,36,4541.00,9752.00,286.82,Industria,21,No
199,52,8197.00,50800.00,793.75,Comercio,25,No
200,34,5086.00,93535.00,2398.33,Comercio,17,Sí
201,42,10343.00,132497.00,4732.04,Comercio,24,No
202,29,21252.00,75121.00,1088.71,Comercio,22,No
203,27,4652.00,119773.00,1901.16,Comercio,25,Sí
204,26,23007.00,164817.00,2658.34,Comercio,16,No
205,27,6454.00,48790.00,938.27,Servicios,29,No
206,38,14850.00,46165.00,795.95,Gobierno,24,No
207,26,19577.00,135650.00,2338.79,Servicios,20,No
208,28,14918.00,92715.00,1448.67,Comercio,27,No
209,20,9615.00,120109.00,3160.76,Servicios,26,No
210,52,18521.00,94475.00,3149.17,Servicios,2,No
211,46,11716.00,102631.00,1800.54,Industria,20,No
212,53,24790.00,69343.00,3302.05,Gobierno,25,No
213,47,10477.00,41174.00,653.56,Gobierno,29,No
214,53,16412.00,125259.00,1739.71,Industria,30,No
215,65,3975.00,121019.00,5762.81,Comercio,2,No
216,30,14085.00,87524.00,2365.51,Gobierno,1,No
217,61,15886.00,14723.00,272.65,Servicios,28,No
218,65,21827.00,20154.00,387.58,Industria,13,No
219,55,16172.00,183486.00,3276.54,Industria,23,No
220,53,13279.00,95218.00,7934.83,Servicios,22,No
221,33,16236.00,121965.00,2301.23,Gobierno,22,No
222,32,14313.00,175067.00,4731.54,Industria,2,No
223,28,4211.00,145884.00,4420.73,Industria,6,Sí
224,41,6041.00,139131.00,2960.23,Servicios,0,Sí
225,39,3913.00,146540.00,2990.61,Gobierno,16,Sí
226,36,6618.00,196885.00,13125.67,Industria,3,No
227,39,4564.00,175645.00,2439.51,Comercio,14,Sí
228,57,14107.00,66891.00,1061.76,Servicios,11,No
229,65,12804.00,79589.00,1473.87,Servicios,22,No
230,35,15375.00,141227.00,2393.68,Comercio,10,No
231,43,19923.00,157664.00,6569.33,Gobierno,3,No
232,25,7802.00,191552.00,4911.59,Comercio,1,No
233,33,16922.00,39095.00,930.83,Gobierno,2,No
234,45,15101.00,182424.00,4053.87,Gobierno,27,No
235,60,11640.00,158171.00,3678.40,Gobierno,14,No
236,30,19041.00,196815.00,5179.34,Servicios,16,No
237,49,7165.00,132078.00,2317.16,Servicios,30,No
238,49,19816.00,143711.00,7563.74,Gobierno,1,No
239,27,8139.00,151545.00,4329.86,Gobierno,3,No
240,38,6960.00,101884.00,2122.58,Comercio,16,No
241,39,8023.00,35865.00,1024.71,Industria,9,No
242,29,12633.00,132382.00,10183.23,Gobierno,1,No
243,31,12999.00,79313.00,3172.52,Gobierno,0,No
244,22,7008.00,148533.00,4368.62,Gobierno,15,Sí
245,48,21778.00,86186.00,1795.54,Industria,25,No
246,58,15363.00,129578.00,1993.51,Servicios,24,No
247,48,7539.00,137320.00,2640.77,Gobierno,4,Sí
248,59,13656.00,28413.00,451.00,Gobierno,12,No
249,54,10629.00,108650.00,3292.42,Comercio,30,No
250,37,24969.00,121155.00,2053.47,Comercio,27,No
251,65,8426.00,190390.00,14645.38,Industria,17,No
252,55,24140.00,37448.00,706.57,Comercio,6,No
253,23,23273.00,147038.00,3063.29,Servicios,24,No
254,21,18592.00,136763.00,1982.07,Comercio,21,No
255,37,20427.00,52118.00,4009.08,Servicios,7,No
256,54,21990.00,121452.00,7144.24,Industria,12,No
257,21,22296.00,16792.00,390.51,Industria,13,No
258,40,8914.00,113773.00,8751.77,Gobierno,8,No
259,54,5982.00,35053.00,1947.39,Servicios,9,No
260,25,7719.00,52885.00,1888.75,Servicios,9,No
261,40,16345.00,182893.00,8313.32,Servicios,0,Sí
262,29,4916.00,83125.00,2309.03,Gobierno,28,Sí
263,27,13623.00,72615.00,2017.08,Comercio,6,No
264,35,10851.00,161501.00,3295.94,Gobierno,16,No
265,27,19528.00,105938.00,1471.36,Industria,1,No
266,46,13431.00,126850.00,2698.94,Comercio,15,No
267,21,3947.00,111822.00,2150.42,Industria,17,Sí
268,55,22207.00,181972.00,10109.56,Servicios,9,Sí
269,25,21620.00,111626.00,2790.65,Servicios,25,No
270,30,7665.00,102859.00,2236.07,Servicios,17,No
271,22,16885.00,150529.00,3763.22,Comercio,26,No
272,61,18225.00,167720.00,5590.67,Servicios,0,No
273,63,4971.00,131402.00,4531.10,Gobierno,11,No
274,52,23716.00,60772.00,1240.24,Industria,1,No
275,39,8289.00,198772.00,4321.13,Comercio,12,No
276,55,7029.00,41608.00,717.38,Industria,28,No
277,52,17154.00,60273.00,1181.82,Industria,28,No
278,65,14227.00,171505.00,6125.18,Gobierno,8,No
279,49,11058.00,178611.00,5581.59,Industria,0,Sí
280,20,7381.00,174461.00,2457.20,Gobierno,0,No
281,64,3313.00,181345.00,7884.57,Gobierno,24,Sí
282,61,15870.00,146067.00,8592.18,Comercio,17,No
283,42,4014.00,181059.00,4526.48,Gobierno,26,No
284,31,22703.00,98838.00,2745.50,Comercio,3,No
285,32,18161.00,102119.00,1438.30,Gobierno,0,No
286,63,10258.00,199810.00,15370.00,Industria,6,No
287,65,5948.00,165810.00,3188.65,Servicios,7,Sí
288,65,19181.00,100158.00,7154.14,Servicios,0,Sí
289,37,9425.00,172362.00,4658.43,Gobierno,5,Sí
290,56,21080.00,55795.00,1033.24,Servicios,2,No
291,24,22272.00,38619.00,654.56,Servicios,8,No
292,53,21674.00,64759.00,952.34,Industria,6,No
293,36,3757.00,186662.00,3393.85,Gobierno,0,No
294,61,16995.00,173025.00,3145.91,Comercio,27,No
295,46,13584.00,118389.00,1793.77,Industria,3,No
296,43,19983.00,127312.00,2960.74,Comercio,28,No
297,46,10357.00,17311.00,596.93,Gobierno,10,No
298,56,3169.00,107723.00,4488.46,Comercio,23,Sí
299,35,10393.00,185761.00,4763.10,Servicios,5,No
300,26,13788.00,86475.00,5404.69,Comercio,15,No
301,60,17154.00,11297.00,230.55,Industria,26,No
302,50,11205.00,69789.00,3877.17,Servicios,30,No
303,41,14167.00,19269.00,301.08,Servicios,30,No
304,26,5389.00,162277.00,3181.90,Gobierno,18,Sí
305,22,7090.00,27422.00,1828.13,Gobierno,10,No
306,48,5130.00,38432.00,2562.13,Comercio,9,No
307,24,23012.00,169150.00,4337.18,Comercio,21,No
308,44,4828.00,151606.00,10107.07,Gobierno,3,Sí
309,58,23227.00,112769.00,4337.27,Comercio,14,No
310,47,15580.00,126689.00,2043.37,Comercio,10,No
311,21,24329.00,182150.00,2937.90,Gobierno,16,No
312,20,13754.00,159091.00,6628.79,Comercio,18,Sí
313,36,9344.00,155264.00,7763.20,Industria,13,No
314,48,18774.00,194955.00,3822.65,Servicios,7,No
315,28,7511.00,16552.00,1103.47,Industria,18,No
316,42,17281.00,139512.00,2632.30,Industria,18,No
317,50,20732.00,43174.00,2055.90,Industria,19,No
318,20,14236.00,81300.00,2322.86,Servicios,1,No
319,55,10778.00,137935.00,2155.23,Comercio,13,No
320,60,14266.00,56224.00,2342.67,Servicios,25,No
321,64,5241.00,94535.00,3938.96,Gobierno,19,No
322,41,13850.00,156626.00,3263.04,Industria,13,No
323,49,13768.00,47540.00,2641.11,Comercio,15,No
324,34,10189.00,5969.00,114.79,Servicios,14,No
325,50,23444.00,60872.00,2254.52,Industria,25,No
326,31,15317.00,58822.00,1589.78,Comercio,11,No
327,21,3324.00,24328.00,715.53,Comercio,4,No
328,43,12521.00,120450.00,5018.75,Comercio,0,No
329,31,9524.00,56858.00,1895.27,Servicios,28,No
330,55,11585.00,193438.00,8410.35,Servicios,5,Sí
331,36,9422.00,10634.00,462.35,Comercio,0,No
332,27,7497.00,104332.00,1968.53,Industria,29,No
333,35,9889.00,84972.00,2072.49,Industria,25,No
334,59,15201.00,178253.00,8102.41,Gobierno,28,No
335,28,5142.00,36062.00,1717.24,Servicios,6,No
336,43,20450.00,104141.00,1859.66,Industria,19,No
337,59,17075.00,171761.00,6361.52,Servicios,27,No
338,29,20546.00,82118.00,1324.48,Industria,7,No
339,28,4745.00,170008.00,2742.06,Gobierno,6,Sí
340,24,5667.00,128382.00,2070.68,Servicios,16,No
341,52,15717.00,174101.00,2901.68,Industria,15,No
342,40,20003.00,126704.00,5508.87,Industria,16,No
343,50,18836.00,192603.00,4479.14,Industria,18,No
344,57,16138.00,172275.00,2461.07,Comercio,6,No
345,35,10193.00,58215.00,1455.38,Gobierno,6,No
346,44,13026.00,116417.00,1712.01,Servicios,29,No
347,25,15258.00,71723.00,1526.02,Servicios,24,No
348,34,5753.00,82345.00,2058.62,Comercio,14,No
349,47,19785.00,167824.00,5085.58,Gobierno,14,No
350,51,17172.00,112204.00,3205.83,Industria,8,No
351,48,15529.00,11479.00,499.09,Servicios,8,No
352,25,24146.00,24893.00,732.15,Industria,26,No
353,61,19441.00,139425.00,3030.98,Comercio,25,No
354,27,12057.00,64701.00,3594.50,Comercio,11,No
355,63,4254.00,148137.00,6172.38,Industria,8,Sí
356,37,12919.00,184185.00,2790.68,Servicios,22,No
357,65,22792.00,41140.00,623.33,Industria,0,No
358,42,12813.00,78884.00,1232.56,Gobierno,30,No
359,61,16295.00,157031.00,2617.18,Comercio,15,No
360,29,24433.00,139387.00,2323.12,Gobierno,7,No
361,33,10435.00,194618.00,3298.61,Gobierno,7,No
362,55,19902.00,158879.00,2562.56,Gobierno,23,No
363,25,18119.00,94301.00,1520.98,Industria,27,No
364,64,9155.00,117405.00,1924.67,Gobierno,6,No
365,55,17374.00,122957.00,1862.98,Comercio,11,No
366,28,7553.00,156390.00,2334.18,Industria,30,No
367,42,3317.00,136019.00,2159.03,Industria,7,No
368,45,16734.00,116599.00,2119.98,Industria,10,No
369,22,22233.00,11092.00,231.08,Servicios,4,No
370,58,13821.00,153947.00,2960.52,Gobierno,12,No
371,32,9691.00,107402.00,6712.62,Gobierno,3,No
372,60,13775.00,154294.00,3857.35,Industria,2,No
373,55,8617.00,32345.00,588.09,Servicios,1,No
374,24,22771.00,133087.00,10237.46,Gobierno,9,Sí
375,62,9746.00,66089.00,2202.97,Comercio,14,No
376,40,4882.00,101639.00,2258.64,Gobierno,12,Sí
377,54,8145.00,34030.00,1701.50,Gobierno,15,No
378,33,5253.00,106972.00,1550.32,Servicios,27,No
379,65,9739.00,86200.00,2210.26,Gobierno,5,No
380,39,22782.00,155756.00,2163.28,Servicios,16,No
381,20,18039.00,77205.00,3216.88,Servicios,14,No
382,53,5096.00,109657.00,2193.14,Industria,29,No
383,49,21652.00,133701.00,3261.00,Comercio,23,No
384,49,5985.00,80474.00,1518.38,Industria,22,No
385,31,12746.00,107521.00,2108.25,Gobierno,7,No
386,47,8884.00,166935.00,2878.19,Gobierno,12,No
387,56,24596.00,53088.00,948.00,Comercio,12,No
388,30,4430.00,67834.00,997.56,Industria,28,No
389,62,23581.00,145964.00,4865.47,Comercio,22,No
390,55,10119.00,134364.00,3535.89,Comercio,11,No
391,40,5507.00,32583.00,740.52,Gobierno,14,No
392,52,8401.00,71261.00,2850.44,Comercio,14,No
393,64,3875.00,24187.00,465.13,Gobierno,12,No
394,32,14260.00,109685.00,1661.89,Gobierno,1,No
395,28,3351.00,70694.00,3720.74,Industria,21,No
396,24,18212.00,132076.00,3221.37,Comercio,17,No
397,48,24529.00,68515.00,1202.02,Servicios,15,No
398,21,12146.00,47301.00,2150.05,Comercio,5,No
399,45,12638.00,37545.00,816.20,Servicios,2,No
400,37,25000.00,7938.00,144.33,Servicios,14,No
401,65,14733.00,51645.00,2065.80,Comercio,28,No
402,64,20442.00,61666.00,1541.65,Comercio,26,No
403,62,23800.00,142068.00,2680.53,Comercio,12,No
404,23,13103.00,121388.00,8092.53,Gobierno,24,No
405,35,9610.00,70457.00,2013.06,Servicios,2,No
406,41,3525.00,115541.00,8887.77,Servicios,21,No
407,26,24920.00,21560.00,829.23,Servicios,23,No
408,52,8473.00,16537.00,435.18,Comercio,26,No
409,60,13719.00,89588.00,1906.13,Servicios,19,No
410,27,9786.00,147004.00,3973.08,Servicios,6,No
411,45,6469.00,98474.00,3077.31,Industria,0,Sí
412,34,15752.00,60775.00,1482.32,Comercio,21,No
413,43,12124.00,175379.00,3438.80,Comercio,2,No
414,51,10161.00,112766.00,3637.61,Comercio,22,No
415,36,20569.00,154213.00,7009.68,Comercio,19,No
416,44,13628.00,170379.00,3042.48,Servicios,10,No
417,64,8745.00,171554.00,2859.23,Industria,27,No
418,41,24835.00,131387.00,8211.69,Comercio,19,No
419,52,22170.00,122679.00,3407.75,Servicios,16,No
420,59,22250.00,189714.00,15809.50,Comercio,9,Sí
421,59,10746.00,198439.00,5088.18,Comercio,1,No
422,38,7507.00,103179.00,2399.51,Servicios,4,No
423,22,15312.00,58578.00,1105.25,Servicios,29,No
424,41,22597.00,121320.00,2056.27,Servicios,8,No
425,22,13405.00,173716.00,2801.87,Gobierno,20,No
426,41,12452.00,11211.00,431.19,Industria,7,No
427,62,9744.00,146377.00,9758.47,Servicios,25,No
428,44,10289.00,164400.00,2453.73,Industria,5,No
429,51,17495.00,170093.00,14174.42,Comercio,30,Sí
430,29,9306.00,18659.00,358.83,Servicios,4,No
431,55,6006.00,50528.00,1031.18,Servicios,7,No
432,49,19627.00,25490.00,653.59,Industria,5,No
433,31,9472.00,69205.00,1774.49,Servicios,9,No
434,60,12350.00,156105.00,3902.62,Servicios,8,No
435,43,18767.00,25975.00,360.76,Gobierno,12,No
436,59,8497.00,128394.00,3209.85,Gobierno,24,Sí
437,47,8107.00,131353.00,10104.08,Comercio,24,No
438,29,12837.00,161023.00,3500.50,Servicios,8,No
439,49,15466.00,126543.00,4082.03,Industria,12,No
440,24,21420.00,163865.00,3901.55,Industria,4,No
441,32,18376.00,56305.00,2681.19,Comercio,0,No
442,43,19406.00,196461.00,3387.26,Gobierno,12,No
443,43,16625.00,108455.00,1838.22,Gobierno,15,No
444,24,13086.00,173047.00,3531.57,Gobierno,28,No
445,56,4272.00,37631.00,1045.31,Servicios,6,No
446,42,17296.00,71914.00,1178.92,Gobierno,20,No
447,47,15064.00,187571.00,12504.73,Servicios,7,No
448,43,18654.00,14045.00,200.64,Comercio,22,No
449,36,24812.00,174170.00,8293.81,Gobierno,30,No
450,58,7828.00,71660.00,2654.07,Servicios,0,No
451,65,6825.00,29197.00,550.89,Gobierno,12,No
452,32,22207.00,26062.00,579.16,Gobierno,5,No
453,39,16987.00,71288.00,1273.00,Gobierno,18,No
454,25,13091.00,197396.00,5194.63,Comercio,20,No
455,29,21763.00,95280.00,1488.75,Industria,23,No
456,39,9865.00,109325.00,1952.23,Comercio,5,No
457,24,19112.00,5413.00,300.72,Gobierno,16,No
458,30,16659.00,176578.00,5885.93,Servicios,11,No
459,31,9107.00,189561.00,9478.05,Comercio,14,Sí
460,32,21582.00,60724.00,2640.17,Comercio,23,No
461,46,8987.00,55301.00,1975.04,Gobierno,20,No
462,60,23461.00,33624.00,501.85,Servicios,2,No
463,27,12605.00,27467.00,762.97,Industria,2,No
464,35,14211.00,12776.00,260.73,Gobierno,15,No
465,37,6303.00,7492.00,499.47,Comercio,21,No
466,33,22085.00,15973.00,887.39,Comercio,12,No
467,37,22758.00,141334.00,2355.57,Gobierno,15,No
468,41,14043.00,163432.00,4190.56,Industria,21,No
469,35,14241.00,87634.00,1369.28,Industria,21,No
470,23,16057.00,104204.00,2043.22,Industria,27,No
471,49,13821.00,31260.00,2605.00,Gobierno,23,No
472,27,7550.00,11731.00,234.62,Industria,30,No
473,59,11144.00,101581.00,2539.53,Gobierno,16,No
474,60,16537.00,178074.00,7419.75,Industria,0,Sí
475,22,23767.00,99425.00,1483.96,Industria,21,No
476,51,17559.00,66225.00,1324.50,Gobierno,23,No
477,47,23073.00,26330.00,774.41,Gobierno,21,No
478,32,6291.00,197486.00,5485.72,Servicios,27,Sí
479,65,20041.00,154918.00,2498.68,Comercio,4,No
480,63,19316.00,27830.00,897.74,Gobierno,5,No
481,62,17623.00,35324.00,841.05,Servicios,7,No
482,62,9935.00,49677.00,827.95,Comercio,3,No
483,40,17250.00,192633.00,14817.92,Gobierno,24,Sí
484,36,12186.00,62770.00,1082.24,Gobierno,30,No
485,28,24974.00,37269.00,690.17,Gobierno,2,No
486,56,13905.00,63669.00,896.75,Comercio,20,No
487,65,14246.00,103830.00,1483.29,Gobierno,20,No
488,47,24040.00,152298.00,2307.55,Servicios,7,No
489,25,11489.00,35327.00,1177.57,Comercio,2,No
490,32,14148.00,199138.00,4064.04,Comercio,18,No
491,40,15050.00,38401.00,581.83,Gobierno,18,No
492,32,3055.00,86474.00,5764.93,Gobierno,13,No
493,63,13474.00,100688.00,1598.22,Servicios,16,No
494,34,24749.00,162710.00,3320.61,Comercio,12,No
495,29,3301.00,146110.00,2213.79,Industria,26,Sí
